Date,Time,Room_Temp,Room_RH,Exterior_Temp,Exterior_RH
14/03/2012,5:00,16.4307,42.672,11.7567,56.104
14/03/2012,5:15,16.2933,42.776,11.6907,56.0907
14/03/2012,5:30,16.174,42.8667,11.5713,56.4747
14/03/2012,5:45,16.036,42.9387,11.3687,57.0773
14/03/2012,6:00,15.9227,42.9787,11.2627,56.8853
14/03/2012,6:15,15.8607,43.016,11.1727,56.9093
14/03/2012,6:30,15.74,43.0747,11.1,56.9573
14/03/2012,6:45,15.6427,43.0853,11.03,57.088
14/03/2012,7:00,15.5307,43.0507,11,56.8347
14/03/2012,7:15,15.4753,42.904,11.09,56.12
14/03/2012,7:30,15.3773,42.84,11.2253,55.3573
14/03/2012,7:45,15.6793,42.064,11.4613,54.4987
14/03/2012,8:00,16.2273,41.116,11.778,53.9627
14/03/2012,8:15,16.6473,40.5907,12.1447,54.224
14/03/2012,8:30,17.0253,40.2613,12.57,55.1733
14/03/2012,8:45,17.3987,39.98,13.0093,56.2373
14/03/2012,9:00,17.7927,39.62,13.4953,56.9333
14/03/2012,9:15,18.2633,39.2147,14.0053,56.792
14/03/2012,9:30,18.712,38.5987,14.52,55.752
14/03/2012,9:45,19.2667,37.8773,15.106,55.08
14/03/2012,10:00,19.8067,37.096,15.6,54.1627
14/03/2012,10:15,20.3413,36.3373,16.0653,53.416
14/03/2012,10:30,20.8453,36.7587,16.586,52.92
14/03/2012,10:45,21.452,39.972,17.142,52.8747
14/03/2012,11:00,21.788,40.688,17.636,52.696
14/03/2012,11:15,21.836,41.2693,18.03,52.0427
14/03/2012,11:30,21.6173,39.4267,18.3747,52.0773
14/03/2012,11:45,21.424,40.624,18.6873,52.4213
14/03/2012,12:00,21.6,41.4853,18.9767,52.688
14/03/2012,12:15,21.8587,41.824,19.248,53.16
14/03/2012,12:30,22.0573,42.1573,19.5893,53.3893
14/03/2012,12:45,22.1907,42.6587,19.9793,53.2213
14/03/2012,13:00,22.34,43.472,20.274,53.2027
14/03/2012,13:15,22.4707,43.312,20.5307,53.112
14/03/2012,13:30,22.62,43.472,20.88,53.008
14/03/2012,13:45,22.624,43.6587,21.2107,52.6907
14/03/2012,14:00,22.692,43.6027,21.5027,52.288
14/03/2012,14:15,22.7347,43.3333,21.844,51.784
14/03/2012,14:30,22.78,43.2533,22.196,50.8
14/03/2012,14:45,22.816,43.1067,22.3693,49.4987
14/03/2012,15:00,22.8213,43.0213,22.32,48.1893
14/03/2012,15:15,22.808,42.8987,22.136,46.432
14/03/2012,15:30,22.776,42.624,21.8853,45.1947
14/03/2012,15:45,22.7347,42.224,21.5827,44.3787
14/03/2012,16:00,22.6907,41.952,21.2467,44.2373
14/03/2012,16:15,22.608,41.664,20.9627,44.0347
14/03/2012,16:30,22.5613,41.5227,20.6947,43.544
14/03/2012,16:45,22.484,41.48,20.4427,43.4693
14/03/2012,17:00,22.3867,41.0613,20.1167,43.048
14/03/2012,17:15,22.2987,40.8947,19.8167,43.36
14/03/2012,17:30,22.1787,40.776,19.5533,44.864
14/03/2012,17:45,22.064,40.9387,19.3293,48.3867
14/03/2012,18:00,21.952,41.44,19.1287,51.8347
14/03/2012,18:15,21.8613,42.048,18.9267,54.5067
14/03/2012,18:30,21.74,42.7947,18.7113,56.8587
14/03/2012,18:45,21.624,43.52,18.4533,58.408
14/03/2012,19:00,21.496,44.056,18.2053,59.5707
14/03/2012,19:15,21.3867,44.496,17.9927,60.184
14/03/2012,19:30,21.2507,44.944,17.7647,61.1787
14/03/2012,19:45,21.1293,45.056,17.5673,62.488
14/03/2012,20:00,21.028,45.6667,17.3913,62.7653
14/03/2012,20:15,20.896,45.8693,17.2,63.056
14/03/2012,20:30,20.816,46.0667,16.996,62.96
14/03/2012,20:45,20.6813,45.4533,16.8393,64.6267
14/03/2012,21:00,20.572,45.488,16.684,65.1147
14/03/2012,21:15,20.4173,45.5253,16.514,65.7627
14/03/2012,21:30,20.308,45.6133,16.3467,65.6587
14/03/2012,21:45,20.1407,46.232,16.166,65.2187
14/03/2012,22:00,19.9987,46.4693,16.0053,65.2773
14/03/2012,22:15,19.9033,46.752,15.8253,65.1707
14/03/2012,22:30,19.7833,46.5893,15.6493,65.072
14/03/2012,22:45,19.658,46.8933,15.4293,64.3813
14/03/2012,23:00,19.52,46.7413,15.0953,63.3573
14/03/2012,23:15,19.4027,46.4053,14.9067,64.584
14/03/2012,23:30,19.3573,45.7573,14.7893,64.9653
14/03/2012,23:45,19.5787,45,14.66,64.7307
15/03/2012,0:00,19.672,44.64,14.4187,64.304
15/03/2012,0:15,19.7,44.256,14.208,63.7627
15/03/2012,0:30,19.7033,43.9893,13.9453,63.152
15/03/2012,0:45,19.684,43.752,13.6507,62.3547
15/03/2012,1:00,19.648,43.5173,13.3473,61.8907
15/03/2012,1:15,19.55,43.2747,13.1267,61.864
15/03/2012,1:30,19.4333,43.2133,12.918,65.3653
15/03/2012,1:45,19.382,43.272,12.76,68.5467
15/03/2012,2:00,19.3153,43.424,12.668,69.3893
15/03/2012,2:15,19.3,43.5573,12.6267,69.824
15/03/2012,2:30,19.2733,43.5893,12.6133,69.8427
15/03/2012,2:45,19.2267,43.5947,12.6033,70.5147
15/03/2012,3:00,19.1367,43.712,12.5907,70.3573
15/03/2012,3:15,19.13,44.0027,12.5907,70.4267
15/03/2012,3:30,19.1133,44.0053,12.5933,70.8453
15/03/2012,3:45,19.0867,44.1227,12.59,70.4533
15/03/2012,4:00,19.06,44.2213,12.5873,70.7333
15/03/2012,4:15,19.048,44.3787,12.5967,70.4453
15/03/2012,4:30,19.004,44.592,12.6067,70.712
15/03/2012,4:45,19,44.7627,12.6367,70.5333
15/03/2012,5:00,19,45.0133,12.668,70.8507
15/03/2012,5:15,18.99,45.0293,12.638,71.7493
15/03/2012,5:30,18.9447,45.1093,12.522,71.92
15/03/2012,5:45,18.9207,44.8453,12.3907,71.6027
15/03/2012,6:00,18.8607,44.9573,12.2227,71.28
15/03/2012,6:15,18.7953,45.048,12.0147,70.9653
15/03/2012,6:30,18.7267,45.0213,11.7967,70.4773
15/03/2012,6:45,18.672,44.9733,11.5727,70.1413
15/03/2012,7:00,18.6067,44.8293,11.4327,69.5067
15/03/2012,7:15,18.54,44.584,11.3953,69.0933
15/03/2012,7:30,18.5,44.4933,11.4167,68.5787
15/03/2012,7:45,18.496,44.352,11.508,68.2907
15/03/2012,8:00,18.52,44.144,11.6473,68.1093
15/03/2012,8:15,18.4907,43.9013,11.7813,67.4933
15/03/2012,8:30,18.1873,44.4027,11.93,66.8533
15/03/2012,8:45,18.0307,44.856,12.142,65.648
15/03/2012,9:00,18.04,45.0053,12.3787,65.1947
15/03/2012,9:15,18.036,45.0053,12.644,64.7307
15/03/2012,9:30,18.0753,45.0507,12.988,63.672
15/03/2012,9:45,18.166,45.104,13.3487,63.792
15/03/2012,10:00,18.204,45.4587,13.6793,64.4
15/03/2012,10:15,18.316,45.6427,14.006,64.264
15/03/2012,10:30,18.4647,45.512,14.3727,64.024
15/03/2012,10:45,18.6193,45.3813,14.7233,63.7493
15/03/2012,11:00,18.7947,45.3013,15.002,63.4907
15/03/2012,11:15,18.9613,45.1173,15.326,63.16
15/03/2012,11:30,19.1713,44.9867,15.6967,62.84
15/03/2012,11:45,19.3553,44.8667,16.0347,62.488
15/03/2012,12:00,19.532,44.84,16.4073,62.128
15/03/2012,12:15,19.724,44.8213,16.7633,61.8933
15/03/2012,12:30,19.9,44.824,17.0687,61.6107
15/03/2012,12:45,20.0133,44.8853,17.32,61.2667
15/03/2012,13:00,20.1993,44.9307,17.632,60.752
15/03/2012,13:15,20.352,45.0027,17.9767,60.0293
15/03/2012,13:30,20.476,45.096,18.2567,59.336
15/03/2012,13:45,20.5773,45.2,18.5607,58.936
15/03/2012,14:00,20.644,45.344,18.848,58.5147
15/03/2012,14:15,20.7027,45.4773,19.0727,58.0613
15/03/2012,14:30,20.744,45.6347,19.2747,58.0507
15/03/2012,14:45,20.8133,45.768,19.34,58.32
15/03/2012,15:00,20.844,45.976,19.2907,58.6
15/03/2012,15:15,20.8107,46.184,19.1147,58.9253
15/03/2012,15:30,20.8187,46.352,18.9587,59.2533
15/03/2012,15:45,20.8373,46.5627,18.764,59.5787
15/03/2012,16:00,20.8347,46.8133,18.6033,59.9013
15/03/2012,16:15,20.8013,47.008,18.4393,60.2
15/03/2012,16:30,20.792,47.2453,18.2627,60.304
15/03/2012,16:45,20.732,47.5253,18.098,60.4747
15/03/2012,17:00,20.676,47.6827,17.9173,60.8907
15/03/2012,17:15,20.628,47.76,17.6773,61.608
15/03/2012,17:30,20.5493,47.7947,17.472,62.4133
15/03/2012,17:45,20.454,47.9973,17.2827,62.8773
15/03/2012,18:00,20.36,48.2587,17.1053,63.6533
15/03/2012,18:15,20.2733,48.392,16.9207,64.456
15/03/2012,18:30,20.1627,48.64,16.7213,65.064
15/03/2012,18:45,20.0473,48.8453,16.4993,65.5947
15/03/2012,19:00,19.9367,48.9307,16.318,66.0533
15/03/2012,19:15,19.856,49.0907,16.138,66.6827
15/03/2012,19:30,19.7567,49.2693,15.9873,66.9307
15/03/2012,19:45,19.6433,49.288,15.8333,67.1573
15/03/2012,20:00,19.52,49.4,15.6733,67.52
15/03/2012,20:15,19.4367,49.4747,15.54,68.0933
15/03/2012,20:30,19.338,49.488,15.404,68.9067
15/03/2012,20:45,19.22,49.52,15.272,69.2613
15/03/2012,21:00,19.1167,49.616,15.1407,69.4133
15/03/2012,21:15,18.9793,49.7653,15.0093,69.4987
15/03/2012,21:30,18.8913,49.744,14.8713,69.504
15/03/2012,21:45,18.7913,49.7467,14.75,69.24
15/03/2012,22:00,18.6867,49.688,14.5993,69.008
15/03/2012,22:15,18.58,49.6933,14.4087,68.7973
15/03/2012,22:30,18.44,49.576,14.234,68.8453
15/03/2012,22:45,18.3333,49.7333,14.0847,68.7707
15/03/2012,23:00,18.2247,49.792,13.9373,68.7387
15/03/2012,23:15,18.0773,49.6747,13.77,68.896
15/03/2012,23:30,17.98,49.7893,13.63,68.4053
15/03/2012,23:45,17.862,49.752,13.4147,68.0667
16/03/2012,0:00,17.766,49.68,13.212,67.68
16/03/2012,0:15,17.6153,49.6,13.0447,67.6347
16/03/2012,0:30,17.516,49.5813,12.864,68.024
16/03/2012,0:45,17.42,49.5573,12.74,67.768
16/03/2012,1:00,17.312,49.5333,12.6067,67.4987
16/03/2012,1:15,17.1813,49.504,12.4273,67.216
16/03/2012,1:30,17.0573,49.4187,12.294,66.544
16/03/2012,1:45,16.9153,49.36,12.1653,65.6107
16/03/2012,2:00,16.78,49.2747,12.0033,65.032
16/03/2012,2:15,16.6573,49.2507,11.836,64.5467
16/03/2012,2:30,16.53,49.1707,11.6933,64.2693
16/03/2012,2:45,16.384,49.0347,11.5667,63.6053
16/03/2012,3:00,16.29,48.8267,11.4373,62.8187
16/03/2012,3:15,16.1487,48.7893,11.2773,62.4693
16/03/2012,3:30,16.032,48.752,11.0967,62.2507
16/03/2012,3:45,15.9367,48.7013,10.97,61.8213
16/03/2012,4:00,15.8313,48.488,10.876,61.5733
16/03/2012,4:15,15.7127,48.4453,10.696,61.4933
16/03/2012,4:30,15.5847,48.3787,10.58,61.3627
16/03/2012,4:45,15.4687,48.32,10.4827,61.1493
16/03/2012,5:00,15.3593,48.2267,10.4233,60.824
16/03/2012,5:15,15.212,48.0747,10.3267,60.8773
16/03/2012,5:30,15.12,48.1467,10.16,61.0667
16/03/2012,5:45,14.9953,48.1387,9.98333,61.2773
16/03/2012,6:00,14.8627,48.1387,9.94,61.248
16/03/2012,6:15,14.7667,47.944,9.90933,61.192
16/03/2012,6:30,14.6507,47.8453,9.834,61.2347
16/03/2012,6:45,14.556,47.8373,9.79667,61.3147
16/03/2012,7:00,14.458,47.8,9.82,61.5253
16/03/2012,7:15,14.41,47.752,9.91467,61.6267
16/03/2012,7:30,14.342,47.664,10.028,61.568
16/03/2012,7:45,14.3067,47.576,10.19,61.096
16/03/2012,8:00,14.2733,47.3653,10.4513,60.4453
16/03/2012,8:15,14.2967,47.1413,10.8173,60.2133
16/03/2012,8:30,14.3753,46.856,11.1913,60.4853
16/03/2012,8:45,14.472,46.4667,11.604,60.9333
16/03/2012,9:00,14.594,46.16,12.0213,61.392
16/03/2012,9:15,14.7667,45.8933,12.458,61.8773
16/03/2012,9:30,14.9827,45.632,12.9287,62.0853
16/03/2012,9:45,15.1887,45.4213,13.398,61.856
16/03/2012,10:00,15.438,45.368,13.8253,61.7013
16/03/2012,10:15,15.684,45.384,14.2833,61.672
16/03/2012,10:30,15.9567,45.4133,14.73,61.1787
16/03/2012,10:45,16.244,45.5093,15.1693,60.432
16/03/2012,11:00,16.558,45.552,15.5953,60.2453
16/03/2012,11:15,16.844,45.6187,15.944,60.0373
16/03/2012,11:30,17.142,45.7893,16.312,60.2213
16/03/2012,11:45,17.4187,45.9973,16.6567,60.512
16/03/2012,12:00,17.682,46.1947,16.974,60.7653
16/03/2012,12:15,17.952,46.408,17.2327,61.144
16/03/2012,12:30,18.166,46.5307,17.5573,60.7253
16/03/2012,12:45,18.4153,46.6587,17.8987,60.464
16/03/2012,13:00,18.6153,46.6773,18.2307,59.7813
16/03/2012,13:15,18.7973,46.904,18.5387,58.832
16/03/2012,13:30,19.002,47.0267,18.8593,58.4213
16/03/2012,13:45,19.1847,47.176,19.236,58.56
16/03/2012,14:00,19.3053,47.4027,19.5153,58.3947
16/03/2012,14:15,19.4547,47.568,19.8027,57.88
16/03/2012,14:30,19.59,47.7253,20.034,57.288
16/03/2012,14:45,19.694,47.9973,20.17,56.1573
16/03/2012,15:00,19.7767,48.264,20.1833,54.7787
16/03/2012,15:15,19.8,48.4133,20.034,53.4827
16/03/2012,15:30,19.8373,48.4,19.8593,52.4267
16/03/2012,15:45,19.894,48.472,19.6267,52.544
16/03/2012,16:00,19.92,48.632,19.4107,52.7947
16/03/2012,16:15,19.93,48.6373,19.1507,52.4
16/03/2012,16:30,19.8893,48.6827,18.8853,52.9867
16/03/2012,16:45,19.886,48.616,18.6693,53.6533
16/03/2012,17:00,19.8467,48.6373,18.4633,54.2827
16/03/2012,17:15,19.7767,48.504,18.2353,55.1893
16/03/2012,17:30,19.7467,48.5627,18.008,55.5547
16/03/2012,17:45,19.684,48.5253,17.8093,56.3173
16/03/2012,18:00,19.6,48.7467,17.6353,57.8533
16/03/2012,18:15,19.542,49.048,17.4607,60.28
16/03/2012,18:30,19.4533,49.2453,17.304,61.3787
16/03/2012,18:45,19.3887,49.5893,17.1513,62.1067
16/03/2012,19:00,19.328,49.9173,16.98,62.6507
16/03/2012,19:15,19.2867,50.1147,16.8487,62.912
16/03/2012,19:30,19.184,50.2453,16.6807,62.8693
16/03/2012,19:45,19.1367,50.3467,16.532,62.7893
16/03/2012,20:00,19.0647,50.4187,16.3867,62.9733
16/03/2012,20:15,18.9627,50.5067,16.2753,63.0373
16/03/2012,20:30,18.896,50.3493,16.144,62.8747
16/03/2012,20:45,18.8153,50.1733,15.9653,60.936
16/03/2012,21:00,18.7227,50.1227,15.746,60.1547
16/03/2012,21:15,18.6173,50.0453,15.546,60.2187
16/03/2012,21:30,18.52,49.928,15.364,60.336
16/03/2012,21:45,18.4573,49.8053,15.1487,60.6667
16/03/2012,22:00,18.3593,49.7253,14.9427,61.0987
16/03/2012,22:15,18.232,49.688,14.7953,61.4773
16/03/2012,22:30,18.1647,49.6347,14.696,61.6667
16/03/2012,22:45,18.0867,49.6027,14.5747,61.7653
16/03/2012,23:00,17.9947,49.5547,14.468,61.912
16/03/2012,23:15,17.8553,49.5627,14.322,61.84
16/03/2012,23:30,17.8007,49.5547,14.184,62.2853
16/03/2012,23:45,17.7053,49.56,14.046,62.664
17/03/2012,0:00,17.6067,49.5627,13.9547,62.8453
17/03/2012,0:15,17.508,49.5627,13.8393,62.9493
17/03/2012,0:30,17.4033,49.5653,13.6747,63.3387
17/03/2012,0:45,17.3527,49.5627,13.536,63.512
17/03/2012,1:00,17.2427,49.568,13.412,63.9253
17/03/2012,1:15,17.1433,49.584,13.25,64.3147
17/03/2012,1:30,17.054,49.5947,13.0887,64.6
17/03/2012,1:45,16.9433,49.608,12.914,64.744
17/03/2012,2:00,16.8427,49.6133,12.7713,64.928
17/03/2012,2:15,16.722,49.6293,12.6493,65.0453
17/03/2012,2:30,16.6233,49.6267,12.56,64.88
17/03/2012,2:45,16.53,49.6293,12.3647,65.1867
17/03/2012,3:00,16.4233,49.6507,12.1907,65.528
17/03/2012,3:15,16.326,49.6933,12.07,65.6533
17/03/2012,3:30,16.2247,49.6507,11.9433,65.8667
17/03/2012,3:45,16.1033,49.7173,11.846,66.088
17/03/2012,4:00,15.9947,49.7387,11.7327,66.3627
17/03/2012,4:15,15.9033,49.7707,11.6447,66.088
17/03/2012,4:30,15.8133,49.7467,11.61,65.9893
17/03/2012,4:45,15.7187,49.784,11.55,65.952
17/03/2012,5:00,15.6307,49.7627,11.478,66.072
17/03/2012,5:15,15.5447,49.5973,11.4633,66.736
17/03/2012,5:30,15.4367,49.784,11.4407,65.8907
17/03/2012,5:45,15.3247,49.7973,11.35,66.1333
17/03/2012,6:00,15.26,49.8293,11.2587,66.2373
17/03/2012,6:15,15.1807,49.8213,11.168,66.2667
17/03/2012,6:30,15.074,49.8107,11.0673,66.3413
17/03/2012,6:45,15.004,49.848,10.9833,66.24
17/03/2012,7:00,14.9533,49.832,10.9873,65.768
17/03/2012,7:15,14.8947,49.752,11.114,65.2347
17/03/2012,7:30,14.868,49.6373,11.2873,64.2427
17/03/2012,7:45,14.8333,49.5973,11.5767,63.3787
17/03/2012,8:00,14.856,49.4053,11.94,63.0133
17/03/2012,8:15,14.8933,49.1253,12.3293,62.9787
17/03/2012,8:30,14.9893,48.624,12.7533,63.0533
17/03/2012,8:45,15.1233,48.2827,13.218,62.912
17/03/2012,9:00,15.3167,47.9253,13.7633,62.672
17/03/2012,9:15,15.52,47.68,14.3407,62.0533
17/03/2012,9:30,15.7787,47.5067,14.9293,61.2187
17/03/2012,9:45,16.0433,47.3547,15.5713,60.4507
17/03/2012,10:00,16.3513,47.1787,16.246,59.28
17/03/2012,10:15,16.6787,47.168,16.936,57.7653
17/03/2012,10:30,17.0093,47.0773,17.5153,57.1387
17/03/2012,10:45,17.3733,47.0107,18.14,55.9973
17/03/2012,11:00,17.7327,46.8933,18.73,54.912
17/03/2012,11:15,18.0813,46.7067,19.308,54.1093
17/03/2012,11:30,18.462,46.5013,19.8513,52.68
17/03/2012,11:45,18.8107,46.3707,20.4247,51.5893
17/03/2012,12:00,19.168,46.16,21.008,50.472
17/03/2012,12:15,19.5113,45.9573,21.5,49.6027
17/03/2012,12:30,19.8427,45.8107,22.0267,48.104
17/03/2012,12:45,20.146,45.5093,22.48,46.8907
17/03/2012,13:00,20.4473,45.216,22.8667,46.2933
17/03/2012,13:15,20.74,44.9947,23.2827,45.048
17/03/2012,13:30,20.9973,45.08,23.764,44.2
17/03/2012,13:45,21.1987,44.9653,24.1453,43.6
17/03/2012,14:00,21.48,44.424,24.584,42.5733
17/03/2012,14:15,21.7,44.1547,24.9333,42.2987
17/03/2012,14:30,21.9,43.7867,25.288,41.3987
17/03/2012,14:45,22.0813,43.5973,25.532,40.8213
17/03/2012,15:00,22.2333,43.7413,25.712,40.4613
17/03/2012,15:15,22.3627,42.9467,25.7133,39.7267
17/03/2012,15:30,22.428,42.5093,25.4933,39.8867
17/03/2012,15:45,22.5453,42.552,25.232,39.6107
17/03/2012,16:00,22.608,42.5467,24.9213,39.4973
17/03/2012,16:15,22.656,42.568,24.612,39.1707
17/03/2012,16:30,22.6987,42.7093,24.3627,39.292
17/03/2012,16:45,22.6933,42.7733,24.092,39.868
17/03/2012,17:00,22.7213,42.7947,23.8507,40.2107
17/03/2012,17:15,22.7067,42.9467,23.6573,36.5533
17/03/2012,17:30,22.7,42.2,23.5613,34.8293
17/03/2012,17:45,22.672,41.4773,23.4107,33.4947
17/03/2012,18:00,22.664,40.7747,23.244,33.444
17/03/2012,18:15,22.62,40.2133,23.0533,33.3893
17/03/2012,18:30,22.58,39.6293,22.84,33.5227
17/03/2012,18:45,22.5453,39.472,22.588,33.4773
17/03/2012,19:00,22.46,39.4827,22.272,33.5253
17/03/2012,19:15,22.4147,39.616,21.976,33.684
17/03/2012,19:30,22.344,39.6427,21.7293,33.9613
17/03/2012,19:45,22.312,40.4027,21.4427,35.9227
17/03/2012,20:00,22.24,40.9093,20.9693,43.7
17/03/2012,20:15,22.1413,41.6827,20.5407,47.6267
17/03/2012,20:30,22.064,42.4907,20.156,49.864
17/03/2012,20:45,21.944,43.3867,19.7633,51.464
17/03/2012,21:00,21.8347,43.8027,19.4187,52.4693
17/03/2012,21:15,21.7267,44.216,19.0547,53.5707
17/03/2012,21:30,21.6413,44.5707,18.76,54.4773
17/03/2012,21:45,21.5427,44.8587,18.55,55.2747
17/03/2012,22:00,21.44,45.12,18.362,55.952
17/03/2012,22:15,21.332,45.2773,18.048,56.48
17/03/2012,22:30,21.244,45.4267,17.628,57.7733
17/03/2012,22:45,21.1333,45.5653,17.4033,58.2107
17/03/2012,23:00,21.0173,45.6907,17.2867,58.5467
17/03/2012,23:15,20.9267,45.848,17.1013,58.3573
17/03/2012,23:30,20.8133,45.9093,16.856,59.3493
17/03/2012,23:45,20.7027,46,16.7,58.624
18/03/2012,0:00,20.608,46,16.6827,53.952
18/03/2012,0:15,20.4853,45.7627,16.59,52.3653
18/03/2012,0:30,20.392,45.5707,16.668,50.4773
18/03/2012,0:45,20.3007,45.28,16.7033,49.7733
18/03/2012,1:00,20.188,44.8587,16.6967,49.176
18/03/2012,1:15,20.1073,44.4507,16.7,48.528
18/03/2012,1:30,20,44.1253,16.6967,48.1867
18/03/2012,1:45,19.9493,43.88,16.644,47.76
18/03/2012,2:00,19.8933,43.7173,16.5807,47.4693
18/03/2012,2:15,19.7733,43.6267,16.5007,47.2507
18/03/2012,2:30,19.74,43.512,16.3933,47.2347
18/03/2012,2:45,19.65,43.4773,16.304,47.1653
18/03/2012,3:00,19.5467,43.296,16.2067,47.2827
18/03/2012,3:15,19.478,43.1653,16.0947,47.4107
18/03/2012,3:30,19.4033,43.312,15.892,48.0827
18/03/2012,3:45,19.3153,43.3893,15.618,48.7387
18/03/2012,4:00,19.204,43.344,15.3787,49.24
18/03/2012,4:15,19.1167,43.304,15.1833,49.6053
18/03/2012,4:30,18.988,43.3253,15.0233,49.9493
18/03/2012,4:45,18.8993,43.3467,14.8673,50.32
18/03/2012,5:00,18.8007,43.3307,14.7167,50.6933
18/03/2012,5:15,18.6707,43.3227,14.5533,51.0587
18/03/2012,5:30,18.6,43.4053,14.3933,51.6187
18/03/2012,5:45,18.5007,43.416,14.2087,52.032
18/03/2012,6:00,18.3613,43.4827,14.046,52.3493
18/03/2012,6:15,18.2667,43.5547,13.9133,52.6667
18/03/2012,6:30,18.18,43.592,13.7887,53.0347
18/03/2012,6:45,18.09,43.6267,13.718,53.4773
18/03/2012,7:00,18.0127,43.6347,13.744,53.4213
18/03/2012,7:15,17.9267,43.5893,13.8533,53.488
18/03/2012,7:30,17.88,43.5467,14.0593,52.3547
18/03/2012,7:45,17.848,43.528,14.4153,50.7413
18/03/2012,8:00,17.852,43.448,14.8213,50.1093
18/03/2012,8:15,17.9067,43.344,15.2467,49.7253
18/03/2012,8:30,17.9773,43.1947,15.676,49.496
18/03/2012,8:45,18.0713,42.9173,16.072,49.1067
18/03/2012,9:00,18.274,42.6027,16.448,48.7413
18/03/2012,9:15,18.4667,42.344,16.856,48.1813
18/03/2012,9:30,18.6693,42.1147,17.258,47.9867
